period,ISO_CNTRY_CODE,country_name,REFUSAL_DATE,REFUSAL_DATE_PARSED,PRDCT_CODE_DESC_TEXT,REFUSAL_CHARGES,mapped_charge_count,mapped_charge_codes,mapped_charge_categories,sps_tbt_category
2019-2023,VN,Vietnam,26-Sep-22,2022-09-26,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,22-Feb-22,2022-02-22,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,29-Nov-23,2023-11-29,SHRIMP & PRAWNS,3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,IN,India,07-Jun-22,2022-06-07,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2860,1,VETDRUGRES-2860,SPS,SPS
2019-2023,IN,India,17-Jun-22,2022-06-17,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2860,1,VETDRUGRES-2860,SPS,SPS
2019-2023,IN,India,20-Nov-20,2020-11-20,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,16-Mar-22,2022-03-16,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,IN,India,31-Mar-23,2023-03-31,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,02-Jul-21,2021-07-02,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,16-May-22,2022-05-16,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,04-Dec-23,2023-12-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,VN,Vietnam,15-Nov-22,2022-11-15,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,26-Mar-21,2021-03-26,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,EC,Ecuador,18-Mar-22,2022-03-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,18-Apr-23,2023-04-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,14-Dec-20,2020-12-14,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2860,1,VETDRUGRES-2860,SPS,SPS
2019-2023,IN,India,01-Feb-23,2023-02-01,SHRIMP & PRAWNS,"2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,30-Apr-21,2021-04-30,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,EC,Ecuador,04-May-22,2022-05-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,12-Oct-23,2023-10-12,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,29-Sep-23,2023-09-29,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,11-Dec-20,2020-12-11,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,27-Jul-22,2022-07-27,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,11-May-23,2023-05-11,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,18-Nov-20,2020-11-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 2580",2,"MFRHACCP-2580, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,10-Dec-20,2020-12-10,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,11-Jul-22,2022-07-11,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,IN,India,04-Dec-20,2020-12-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,10-Dec-20,2020-12-10,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,VN,Vietnam,01-Feb-22,2022-02-01,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,27-Jul-22,2022-07-27,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,30-Apr-21,2021-04-30,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 9, 306, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,12-Oct-23,2023-10-12,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,18-Nov-20,2020-11-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,27-Aug-21,2021-08-27,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,14-Apr-23,2023-04-14,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,VN,Vietnam,17-Sep-21,2021-09-17,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,04-Jan-21,2021-01-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,VN,Vietnam,07-Jul-21,2021-07-07,"ORIENTAL NOODLES (FLAVORED WITH SHRIMP,CHICKEN,BEEF,LOBSTER,CRAB,PLAIN,ETC.)",11,1,UNSAFE COL-11,SPS,SPS
2019-2023,IN,India,25-Apr-23,2023-04-25,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,VN,Vietnam,02-Sep-21,2021-09-02,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,VN,Vietnam,22-Jun-22,2022-06-22,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",241,1,PESTICIDE-241,SPS,SPS
2019-2023,VN,Vietnam,11-Jan-22,2022-01-11,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",241,1,PESTICIDE-241,SPS,SPS
2019-2023,IN,India,11-Dec-20,2020-12-11,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,20-Nov-20,2020-11-20,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,15-Aug-22,2022-08-15,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,IN,India,30-Aug-21,2021-08-30,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,12-Jul-22,2022-07-12,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,08-Feb-21,2021-02-08,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,22-May-23,2023-05-22,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,17-Mar-23,2023-03-17,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,EC,Ecuador,02-May-22,2022-05-02,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,21-Aug-20,2020-08-21,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,20-Nov-20,2020-11-20,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,22-Apr-21,2021-04-22,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,23-Feb-21,2021-02-23,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,09-Aug-21,2021-08-09,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,21-Jun-21,2021-06-21,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,21-Apr-22,2022-04-21,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2860,1,VETDRUGRES-2860,SPS,SPS
2019-2023,VN,Vietnam,19-Feb-21,2021-02-19,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2860,1,VETDRUGRES-2860,SPS,SPS
2019-2023,IN,India,24-Feb-23,2023-02-24,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,18-Nov-20,2020-11-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,17-Jun-22,2022-06-17,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2860,1,VETDRUGRES-2860,SPS,SPS
2019-2023,IN,India,18-Nov-20,2020-11-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,02-Apr-20,2020-04-02,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,04-Jan-21,2021-01-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,VN,Vietnam,15-Jul-21,2021-07-15,SHRIMP & PRAWNS,249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,12-Jul-21,2021-07-12,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,EC,Ecuador,13-May-22,2022-05-13,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,VN,Vietnam,18-Aug-22,2022-08-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,20-Nov-20,2020-11-20,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,16-Oct-20,2020-10-16,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,17-Jun-22,2022-06-17,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2860,1,VETDRUGRES-2860,SPS,SPS
2019-2023,IN,India,30-Apr-21,2021-04-30,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,02-Jun-22,2022-06-02,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","249, 320",2,"FILTHY-249, LACKS FIRM-320","SPS, TBT",SPS+TBT
2019-2023,IN,India,03-May-22,2022-05-03,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,29-Sep-23,2023-09-29,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,08-May-23,2023-05-08,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,08-Jun-22,2022-06-08,SHRIMP & PRAWNS,"9, 249, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,16-May-22,2022-05-16,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,24-Feb-22,2022-02-24,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2900, 3885",2,"CHLORAMP-2900, POIS CHLOR-3885",SPS,SPS
2019-2023,IN,India,10-Oct-23,2023-10-10,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,VN,Vietnam,19-Feb-21,2021-02-19,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2860,1,VETDRUGRES-2860,SPS,SPS
2019-2023,IN,India,14-Apr-23,2023-04-14,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,04-Jan-23,2023-01-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,IN,India,17-Jan-21,2021-01-17,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,15-Dec-20,2020-12-15,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,29-Sep-23,2023-09-29,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,EC,Ecuador,11-Oct-23,2023-10-11,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,18-Sep-23,2023-09-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,30-Apr-21,2021-04-30,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,30-Apr-21,2021-04-30,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,VN,Vietnam,31-Jul-23,2023-07-31,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,29-Jun-21,2021-06-29,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,11-Dec-20,2020-12-11,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,21-Jun-21,2021-06-21,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,04-Jan-21,2021-01-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,04-Dec-20,2020-12-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,11-Jul-22,2022-07-11,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,IN,India,12-Oct-23,2023-10-12,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,19-Dec-23,2023-12-19,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2860,1,VETDRUGRES-2860,SPS,SPS
2019-2023,VN,Vietnam,07-Jul-22,2022-07-07,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",241,1,PESTICIDE-241,SPS,SPS
2019-2023,VN,Vietnam,27-Nov-23,2023-11-27,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,VN,Vietnam,28-Apr-21,2021-04-28,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 2860, 3220, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,23-Jan-23,2023-01-23,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,18-Mar-21,2021-03-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,10-Dec-20,2020-12-10,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,30-Apr-21,2021-04-30,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,30-Apr-21,2021-04-30,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,22-Feb-23,2023-02-22,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,04-Dec-20,2020-12-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,29-Nov-22,2022-11-29,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,24-Feb-22,2022-02-24,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,21-Oct-20,2020-10-21,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,IN,India,16-Mar-22,2022-03-16,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,VN,Vietnam,07-Apr-22,2022-04-07,"ORIENTAL NOODLES (FLAVORED WITH SHRIMP,CHICKEN,BEEF,LOBSTER,CRAB,PLAIN,ETC.)",249,1,FILTHY-249,SPS,SPS
2019-2023,EC,Ecuador,04-May-22,2022-05-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,EC,Ecuador,18-Mar-22,2022-03-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,30-Apr-21,2021-04-30,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,21-Jan-21,2021-01-21,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,02-Apr-21,2021-04-02,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,04-Dec-20,2020-12-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,30-Apr-21,2021-04-30,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,23-Nov-20,2020-11-23,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,15-Jan-21,2021-01-15,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 2580",2,"MFRHACCP-2580, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,15-Sep-21,2021-09-15,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,EC,Ecuador,07-Apr-22,2022-04-07,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,31-Mar-21,2021-03-31,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,10-Nov-20,2020-11-10,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,02-Mar-23,2023-03-02,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
